xmlid	au-name	au-gender	title	firsted-yr	reprintCount	tr-lang	tr-year	tr-url
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	arm	1925	https://www.worldcat.org/oclc/22249133
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	dut	1905	https://www.worldcat.org/oclc/156081738
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	heb	1927	https://www.worldcat.org/oclc/43740054
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	kor	1981	https://www.worldcat.org/oclc/38178765
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	ara	1939	https://www.worldcat.org/oclc/213814469
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	chi	1982	https://www.worldcat.org/oclc/879587884
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	dan	1954	https://www.worldcat.org/oclc/68384587
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	fas	2012	https://www.worldcat.org/oclc/942651900
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	pol	1923	https://www.worldcat.org/oclc/749837771
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	vie	2015	https://www.worldcat.org/oclc/927129651
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	fin	1933	https://www.worldcat.org/oclc/465025020
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	gre	1980	https://www.worldcat.org/oclc/45250900
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	hrv	1965	https://www.worldcat.org/oclc/450679505
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	lav	1958	https://www.worldcat.org/oclc/13664546
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	mon	2009	https://www.worldcat.org/oclc/1097543551
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	ron	1978	https://www.worldcat.org/oclc/895280840
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	slk	1947	https://www.worldcat.org/oclc/775668562
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	slv	1973	https://www.worldcat.org/oclc/441274960
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	srp	1977	https://www.worldcat.org/oclc/938868772
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	swe	2005	https://www.worldcat.org/oclc/940036276
FRA01501	France, Anatole	m	Les dieux ont soif	1912	high	ukr	1921	https://www.worldcat.org/oclc/462708214
FRA01601	Gautier, Judith	f	La Sœur du Soleil	1887	high	rus	1904	https://www.worldcat.org/oclc/809459814
FRA01602	Gautier, Judith	f	Fleurs d'Orient	1893	low	N/A	N/A	N/A
FRA01603	Gautier, Judith	f	Les Princesses d'Amour : courtisanes japonaises	1900	high	N/A	N/A	N/A
FRA01701	Gautier, Théophile	m	Militona	1847	high	eng	2011	https://www.worldcat.org/oclc/941844815
FRA01701	Gautier, Théophile	m	Militona	1847	high	ger	1926	https://www.worldcat.org/oclc/915977266
FRA01701	Gautier, Théophile	m	Militona	1847	high	spa	1917	https://www.worldcat.org/oclc/707156176
FRA01701	Gautier, Théophile	m	Militona	1847	high	ben	19--?	https://www.worldcat.org/oclc/52465303
FRA01701	Gautier, Théophile	m	Militona	1847	high	ces	1927	https://www.worldcat.org/oclc/85390131
FRA01701	Gautier, Théophile	m	Militona	1847	high	ita	1964	https://www.worldcat.org/oclc/799156846
FRA01701	Gautier, Théophile	m	Militona	1847	high	slk	1960	https://www.worldcat.org/oclc/320585012
FRA01801	Gay, Marie Françoise Sophie	f	Ellenore	1844	low	N/A	N/A	N/A
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	eng	2020	https://www.worldcat.org/oclc/1180972076
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	spa	1923	https://www.worldcat.org/oclc/696633794
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	deu	1983	https://www.worldcat.org/oclc/833110222
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	ita	1965	https://www.worldcat.org/oclc/799855089
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	pol	1924	https://www.worldcat.org/oclc/830848519
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	chi	1928	https://www.worldcat.org/oclc/966200752
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	swe	1920	https://www.worldcat.org/oclc/186168276
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	ota	1889	https://www.worldcat.org/oclc/66959682
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	ron	1986	https://www.worldcat.org/oclc/893872850
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	rus	2006	https://www.worldcat.org/oclc/233637680
FRA01902	Gaboriau, Émile	m	Monsieur Lecoq	1869	high	yid	between 1900 and 1929?	https://www.worldcat.org/oclc/1007555202
FRA02001	Gilbert, Jehan	m	Vers le pôle en aéroplane	1912	low	N/A	N/A	N/A
FRA02101	Girardin, Delphine de [Delphine Gay]	f	Marguerite, ou Deux amours	1854	high	N/A	N/A	N/A
FRA02201	Gouraud, Julie [Louise d'Aulnay]	f	Quand je serai grande	1888	low	N/A	N/A	N/A
FRA02202	Gouraud, Julie [Louise d'Aulnay]	f	Le petit colporteur	1867	low	hun	1887	https://www.worldcat.org/oclc/909817434
FRA02202	Gouraud, Julie [Louise d'Aulnay]	f	Le petit colporteur	1867	low	eng	1868	https://www.worldcat.org/oclc/811003070
FRA02203	Gouraud, Julie [Louise d'Aulnay]	f	Les Filles du professeur	1876	low	N/A	N/A	N/A
FRA02301	Gréville, Henry [Alice Marie Céleste Fleury, dite Durand]	f	La seconde mère	1888	low	eng	1928	https://www.worldcat.org/oclc/459574492
FRA02301	Gréville, Henry [Alice Marie Céleste Fleury, dite Durand]	f	La seconde mère	1888	low	deu	1889	https://www.worldcat.org/oclc/1068437142
FRA02302	Gréville, Henry [Alice Marie Céleste Fleury, dite Durand]	f	L'amie	1878	low	spa	1878	https://www.worldcat.org/oclc/970876754
FRA02303	Gréville, Henry [Alice Marie Céleste Fleury, dite Durand]	f	Ariadne	1878	low	dan	1878	https://www.worldcat.org/oclc/465741780
FRA02303	Gréville, Henry [Alice Marie Céleste Fleury, dite Durand]	f	Ariadne	1878	low	eng	2014	https://www.worldcat.org/oclc/1191734074
FRA02401	Le Rouge, Gustave	m	L'Esclave amoureuse	1904	low	N/A	N/A	N/A
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	eng	1887	https://www.worldcat.org/oclc/47033138
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	hun	1920	https://www.worldcat.org/oclc/908899885
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	cat	1950?	https://www.worldcat.org/oclc/803486504
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	chi	1933	https://www.worldcat.org/oclc/664234300
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	ces	1893?	https://www.worldcat.org/oclc/1015971944
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	dut	1898	https://www.worldcat.org/oclc/902268653
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	fin	1917	https://www.worldcat.org/oclc/58249979
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	deu	1903	https://www.worldcat.org/oclc/634769545
FRA02501	Loti, Pierre	m	Mon frère Yves	1883	high	spa	1957	https://www.worldcat.org/oclc/689266988
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	eng	1936	https://www.worldcat.org/oclc/615545
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	chi	1970	https://www.worldcat.org/oclc/35899362
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	dut	1907	https://www.worldcat.org/oclc/901326331
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	deu	1928	https://www.worldcat.org/oclc/491604989
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	rus	1992	https://www.worldcat.org/oclc/29376619
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	cat	1959	https://www.worldcat.org/oclc/807338201
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	ita	1875	https://www.worldcat.org/oclc/457968464
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	jpn	2006	https://www.worldcat.org/oclc/675899377
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	sqi	1977	https://www.worldcat.org/oclc/13443471
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	arm	1974	https://www.worldcat.org/oclc/856263177
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	heb	1995	https://www.worldcat.org/oclc/33040496
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	pol	1910	https://www.worldcat.org/oclc/864195363
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	ron	2005?	https://www.worldcat.org/oclc/895133445
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	spa	1921	https://www.worldcat.org/oclc/1129274541
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	vie	2001	https://www.worldcat.org/oclc/52628644
FRA02601	Malot, Hector	m	Romain Kalbris	1869	high	yid	1940	https://www.worldcat.org/oclc/1037595386
FRA02602	Malot, Hector	m	Sans famille	1878	high	eng	1940	https://www.worldcat.org/oclc/933781922
FRA02602	Malot, Hector	m	Sans famille	1878	high	deu	1925	https://www.worldcat.org/oclc/72614066
FRA02602	Malot, Hector	m	Sans famille	1878	high	jpn	1969	https://www.worldcat.org/oclc/672754367
FRA02602	Malot, Hector	m	Sans famille	1878	high	chi	2011	https://www.worldcat.org/oclc/781907626
FRA02602	Malot, Hector	m	Sans famille	1878	high	ita	1991	https://www.worldcat.org/oclc/797831826
FRA02602	Malot, Hector	m	Sans famille	1878	high	spa	2008	https://www.worldcat.org/oclc/277201690
FRA02602	Malot, Hector	m	Sans famille	1878	high	heb	1966	https://www.worldcat.org/oclc/23176519
